Time,ABfactor
31.29,0.00400224
31.3,0.00399385
31.31,0.00398547
31.32,0.00397711
31.33,0.00396877
31.34,0.00396044
31.35,0.00395213
31.36,0.00394384
31.37,0.00393557
31.38,0.00392731
31.39,0.00391907
31.4,0.00391085
31.41,0.00390265
31.42,0.00389446
31.43,0.00388629
31.44,0.00387814
31.45,0.00387
31.46,0.00386188
31.47,0.00385378
31.48,0.0038457
31.49,0.00383763
31.5,0.00382958
31.51,0.00382155
31.52,0.00381353
31.53,0.00380553
31.54,0.00379755
31.55,0.00378958
31.56,0.00378163
31.57,0.0037737
31.58,0.00376578
31.59,0.00375788
31.6,0.00375
31.61,0.00374213
31.62,0.00373428
31.63,0.00372645
31.64,0.00371863
31.65,0.00371083
31.66,0.00370304
31.67,0.00369528
31.68,0.00368752
31.69,0.00367979
31.7,0.00367207
31.71,0.00366437
31.72,0.00365668
31.73,0.00364901
31.74,0.00364135
31.75,0.00363371
31.76,0.00362609
31.77,0.00361848
31.78,0.00361089
31.79,0.00360332
31.8,0.00359576
31.81,0.00358822
31.82,0.00358069
31.83,0.00357318
31.84,0.00356568
31.85,0.0035582
31.86,0.00355074
31.87,0.00354329
31.88,0.00353586
31.89,0.00352844
31.9,0.00352104
31.91,0.00351365
31.92,0.00350628
31.93,0.00349892
31.94,0.00349158
31.95,0.00348426
31.96,0.00347695
31.97,0.00346966
31.98,0.00346238
31.99,0.00345511
32,0.00344787
32.01,0.00344063
32.02,0.00343341
32.03,0.00342621
32.04,0.00341902
32.05,0.00341185
32.06,0.00340469
32.07,0.00339755
32.08,0.00339042
32.09,0.00338331
32.1,0.00337622
32.11,0.00336913
32.12,0.00336206
32.13,0.00335501
32.14,0.00334797
32.15,0.00334095
32.16,0.00333394
32.17,0.00332695
32.18,0.00331997
32.19,0.003313
32.2,0.00330605
32.21,0.00329912
32.22,0.0032922
32.23,0.00328529
32.24,0.0032784
32.25,0.00327152
32.26,0.00326466
32.27,0.00325781
32.28,0.00325098
32.29,0.00324416
32.3,0.00323735
32.31,0.00323056
32.32,0.00322378
32.33,0.00321702
32.34,0.00321027
32.35,0.00320354
32.36,0.00319682
32.37,0.00319011
32.38,0.00318342
32.39,0.00317674
32.4,0.00317008
32.41,0.00316342
32.42,0.00315679
32.43,0.00315017
32.44,0.00314356
32.45,0.00313696
32.46,0.00313038
32.47,0.00312382
32.48,0.00311726
32.49,0.00311072
32.5,0.0031042
32.51,0.00309769
32.52,0.00309119
32.53,0.0030847
32.54,0.00307823
32.55,0.00307177
32.56,0.00306533
32.57,0.0030589
32.58,0.00305248
32.59,0.00304608
32.6,0.00303969
32.61,0.00303331
32.62,0.00302695
32.63,0.0030206
32.64,0.00301426
32.65,0.00300794
32.66,0.00300163
32.67,0.00299533
32.68,0.00298905
32.69,0.00298278
32.7,0.00297652
32.71,0.00297028
32.72,0.00296405
32.73,0.00295783
32.74,0.00295162
32.75,0.00294543
32.76,0.00293925
32.77,0.00293309
32.78,0.00292693
32.79,0.00292079
32.8,0.00291467
32.81,0.00290855
32.82,0.00290245
32.83,0.00289636
32.84,0.00289029
32.85,0.00288422
32.86,0.00287817
32.87,0.00287213
32.88,0.00286611
32.89,0.0028601
32.9,0.0028541
32.91,0.00284811
32.92,0.00284213
32.93,0.00283617
32.94,0.00283022
32.95,0.00282429
32.96,0.00281836
32.97,0.00281245
32.98,0.00280655
32.99,0.00280066
33,0.00279479
33.01,0.00278892
33.02,0.00278307
33.03,0.00277723
33.04,0.00277141
33.05,0.00276559
33.06,0.00275979
33.07,0.002754
33.08,0.00274823
33.09,0.00274246
33.1,0.00273671
33.11,0.00273097
33.12,0.00272524
33.13,0.00271952
33.14,0.00271381
33.15,0.00270812
33.16,0.00270244
33.17,0.00269677
33.18,0.00269111
33.19,0.00268547
33.2,0.00267984
33.21,0.00267421
33.22,0.0026686
33.23,0.00266301
33.24,0.00265742
33.25,0.00265184
33.26,0.00264628
33.27,0.00264073
33.28,0.00263519
33.29,0.00262966
33.3,0.00262415
33.31,0.00261864
33.32,0.00261315
33.33,0.00260767
33.34,0.00260219
33.35,0.00259674
33.36,0.00259129
33.37,0.00258585
33.38,0.00258043
33.39,0.00257501
33.4,0.00256961
33.41,0.00256422
33.42,0.00255884
33.43,0.00255348
33.44,0.00254812
33.45,0.00254277
33.46,0.00253744
33.47,0.00253212
33.48,0.0025268
33.49,0.0025215
33.5,0.00251621
33.51,0.00251094
33.52,0.00250567
33.53,0.00250041
33.54,0.00249517
33.55,0.00248993
33.56,0.00248471
33.57,0.0024795
33.58,0.00247429
33.59,0.0024691
33.6,0.00246392
33.61,0.00245876
33.62,0.0024536
33.63,0.00244845
33.64,0.00244331
33.65,0.00243819
33.66,0.00243307
33.67,0.00242797
33.68,0.00242288
33.69,0.00241779
33.7,0.00241272
33.71,0.00240766
33.72,0.00240261
33.73,0.00239757
33.74,0.00239254
33.75,0.00238752
33.76,0.00238251
33.77,0.00237751
33.78,0.00237253
33.79,0.00236755
33.8,0.00236258
33.81,0.00235763
33.82,0.00235268
33.83,0.00234774
33.84,0.00234282
33.85,0.00233791
33.86,0.002333
33.87,0.00232811
33.88,0.00232322
33.89,0.00231835
33.9,0.00231349
33.91,0.00230863
33.92,0.00230379
33.93,0.00229896
33.94,0.00229413
33.95,0.00228932
33.96,0.00228452
33.97,0.00227973
33.98,0.00227494
33.99,0.00227017
34,0.00226541
34.01,0.00226066
34.02,0.00225591
34.03,0.00225118
34.04,0.00224646
34.05,0.00224175
34.06,0.00223704
34.07,0.00223235
34.08,0.00222767
34.09,0.00222299
34.1,0.00221833
34.11,0.00221368
34.12,0.00220903
34.13,0.0022044
34.14,0.00219978
34.15,0.00219516
34.16,0.00219056
34.17,0.00218596
34.18,0.00218137
34.19,0.0021768
34.2,0.00217223
34.21,0.00216768
34.22,0.00216313
34.23,0.00215859
34.24,0.00215406
34.25,0.00214954
34.26,0.00214503
34.27,0.00214053
34.28,0.00213604
34.29,0.00213156
34.3,0.00212709
34.31,0.00212263
34.32,0.00211818
34.33,0.00211373
34.34,0.0021093
34.35,0.00210487
34.36,0.00210046
34.37,0.00209605
34.38,0.00209165
34.39,0.00208727
34.4,0.00208289
34.41,0.00207852
34.42,0.00207416
34.43,0.00206981
34.44,0.00206546
34.45,0.00206113
34.46,0.00205681
34.47,0.00205249
34.48,0.00204819
34.49,0.00204389
34.5,0.0020396
34.51,0.00203532
34.52,0.00203105
34.53,0.00202679
34.54,0.00202254
34.55,0.0020183
34.56,0.00201407
34.57,0.00200984
34.58,0.00200562
34.59,0.00200142
34.6,0.00199722
34.61,0.00199303
34.62,0.00198885
34.63,0.00198468
34.64,0.00198051
34.65,0.00197636
34.66,0.00197221
34.67,0.00196807
34.68,0.00196395
34.69,0.00195983
34.7,0.00195571
34.71,0.00195161
34.72,0.00194752
34.73,0.00194343
34.74,0.00193935
34.75,0.00193529
34.76,0.00193123
34.77,0.00192718
34.78,0.00192313
34.79,0.0019191
34.8,0.00191507
34.81,0.00191105
34.82,0.00190705
34.83,0.00190305
34.84,0.00189905
34.85,0.00189507
34.86,0.00189109
34.87,0.00188713
34.88,0.00188317
34.89,0.00187922
34.9,0.00187527
34.91,0.00187134
34.92,0.00186742
34.93,0.0018635
34.94,0.00185959
34.95,0.00185569
34.96,0.00185179
34.97,0.00184791
34.98,0.00184403
34.99,0.00184017
35,0.0018363
35.01,0.00183245
35.02,0.00182861
35.03,0.00182477
35.04,0.00182094
35.05,0.00181712
35.06,0.00181331
35.07,0.00180951
35.08,0.00180571
35.09,0.00180192
35.1,0.00179814
35.11,0.00179437
35.12,0.00179061
35.13,0.00178685
35.14,0.0017831
35.15,0.00177936
35.16,0.00177563
35.17,0.00177191
35.18,0.00176819
35.19,0.00176448
35.2,0.00176078
35.21,0.00175708
35.22,0.0017534
35.23,0.00174972
35.24,0.00174605
35.25,0.00174239
35.26,0.00173873
35.27,0.00173508
35.28,0.00173144
35.29,0.00172781
35.3,0.00172419
35.31,0.00172057
35.32,0.00171696
35.33,0.00171336
35.34,0.00170976
35.35,0.00170618
35.36,0.0017026
35.37,0.00169903
35.38,0.00169546
35.39,0.00169191
35.4,0.00168836
35.41,0.00168481
35.42,0.00168128
35.43,0.00167775
35.44,0.00167423
35.45,0.00167072
35.46,0.00166722
35.47,0.00166372
35.48,0.00166023
35.49,0.00165675
35.5,0.00165327
35.51,0.0016498
35.52,0.00164634
35.53,0.00164289
35.54,0.00163944
35.55,0.001636
35.56,0.00163257
35.57,0.00162914
35.58,0.00162573
35.59,0.00162232
35.6,0.00161891
35.61,0.00161552
35.62,0.00161213
35.63,0.00160875
35.64,0.00160537
35.65,0.001602
35.66,0.00159864
35.67,0.00159529
35.68,0.00159194
35.69,0.0015886
35.7,0.00158527
35.71,0.00158195
35.72,0.00157863
35.73,0.00157532
35.74,0.00157201
35.75,0.00156871
35.76,0.00156542
35.77,0.00156214
35.78,0.00155886
35.79,0.00155559
35.8,0.00155233
35.81,0.00154907
35.82,0.00154582
35.83,0.00154258
35.84,0.00153934
35.85,0.00153611
35.86,0.00153289
35.87,0.00152967
35.88,0.00152647
35.89,0.00152326
35.9,0.00152007
35.91,0.00151688
35.92,0.0015137
35.93,0.00151052
35.94,0.00150735
35.95,0.00150419
35.96,0.00150104
35.97,0.00149789
35.98,0.00149474
35.99,0.00149161
36,0.00148848
36.01,0.00148536
36.02,0.00148224
36.03,0.00147913
36.04,0.00147603
36.05,0.00147293
36.06,0.00146984
36.07,0.00146676
36.08,0.00146368
36.09,0.00146061
36.1,0.00145755
36.11,0.00145449
36.12,0.00145144
36.13,0.00144839
36.14,0.00144536
36.15,0.00144232
36.16,0.0014393
36.17,0.00143628
36.18,0.00143327
36.19,0.00143026
36.2,0.00142726
36.21,0.00142426
36.22,0.00142128
36.23,0.00141829
36.24,0.00141532
36.25,0.00141235
36.26,0.00140939
36.27,0.00140643
36.28,0.00140348
36.29,0.00140054
36.3,0.0013976
36.31,0.00139467
36.32,0.00139174
36.33,0.00138882
36.34,0.00138591
36.35,0.001383
36.36,0.0013801
36.37,0.0013772
36.38,0.00137431
36.39,0.00137143
36.4,0.00136855
36.41,0.00136568
36.42,0.00136282
36.43,0.00135996
36.44,0.00135711
36.45,0.00135426
36.46,0.00135142
36.47,0.00134858
36.48,0.00134576
36.49,0.00134293
36.5,0.00134011
36.51,0.0013373
36.52,0.0013345
36.53,0.0013317
36.54,0.0013289
36.55,0.00132612
36.56,0.00132334
36.57,0.00132056
36.58,0.00131779
36.59,0.00131502
36.6,0.00131227
36.61,0.00130951
36.62,0.00130677
36.63,0.00130402
36.64,0.00130129
36.65,0.00129856
36.66,0.00129584
36.67,0.00129312
36.68,0.0012904
36.69,0.0012877
36.7,0.001285
36.71,0.0012823
36.72,0.00127961
36.73,0.00127693
36.74,0.00127425
36.75,0.00127157
36.76,0.00126891
36.77,0.00126624
36.78,0.00126359
36.79,0.00126094
36.8,0.00125829
36.81,0.00125565
36.82,0.00125302
36.83,0.00125039
36.84,0.00124777
36.85,0.00124515
36.86,0.00124254
36.87,0.00123993
36.88,0.00123733
36.89,0.00123473
36.9,0.00123214
36.91,0.00122956
36.92,0.00122698
36.93,0.00122441
36.94,0.00122184
36.95,0.00121927
36.96,0.00121672
36.97,0.00121416
36.98,0.00121162
36.99,0.00120907
37,0.00120654
37.01,0.00120401
37.02,0.00120148
37.03,0.00119896
37.04,0.00119645
37.05,0.00119394
37.06,0.00119143
37.07,0.00118893
37.08,0.00118644
37.09,0.00118395
37.1,0.00118147
37.11,0.00117899
37.12,0.00117651
37.13,0.00117405
37.14,0.00117158
37.15,0.00116912
37.16,0.00116667
37.17,0.00116422
37.18,0.00116178
37.19,0.00115935
37.2,0.00115691
37.21,0.00115449
37.22,0.00115206
37.23,0.00114965
37.24,0.00114724
37.25,0.00114483
37.26,0.00114243
37.27,0.00114003
37.28,0.00113764
37.29,0.00113525
37.3,0.00113287
37.31,0.00113049
37.32,0.00112812
37.33,0.00112576
37.34,0.00112339
37.35,0.00112104
37.36,0.00111869
37.37,0.00111634
37.38,0.001114
37.39,0.00111166
37.4,0.00110933
37.41,0.001107
37.42,0.00110468
37.43,0.00110236
37.44,0.00110005
37.45,0.00109774
37.46,0.00109544
37.47,0.00109314
37.48,0.00109085
37.49,0.00108856
37.5,0.00108628
37.51,0.001084
37.52,0.00108172
37.53,0.00107945
37.54,0.00107719
37.55,0.00107493
37.56,0.00107267
37.57,0.00107042
37.58,0.00106818
37.59,0.00106594
37.6,0.0010637
37.61,0.00106147
37.62,0.00105924
37.63,0.00105702
37.64,0.0010548
37.65,0.00105259
37.66,0.00105038
37.67,0.00104818
37.68,0.00104598
37.69,0.00104379
37.7,0.0010416
37.71,0.00103941
37.72,0.00103723
37.73,0.00103506
37.74,0.00103288
37.75,0.00103072
37.76,0.00102856
37.77,0.0010264
37.78,0.00102424
37.79,0.0010221
37.8,0.00101995
37.81,0.00101781
37.82,0.00101568
37.83,0.00101355
37.84,0.00101142
37.85,0.0010093
37.86,0.00100718
37.87,0.00100507
37.88,0.00100296
37.89,0.00100086
37.9,0.000998756
37.91,0.000996661
37.92,0.00099457
37.93,0.000992484
37.94,0.000990402
37.95,0.000988324
37.96,0.000986251
37.97,0.000984182
37.98,0.000982117
37.99,0.000980057
38,0.000978001
38.01,0.000975949
38.02,0.000973902
38.03,0.000971859
38.04,0.00096982
38.05,0.000967786
38.06,0.000965755
38.07,0.000963729
38.08,0.000961708
38.09,0.00095969
38.1,0.000957677
38.11,0.000955668
38.12,0.000953663
38.13,0.000951663
38.14,0.000949666
38.15,0.000947674
38.16,0.000945686
38.17,0.000943702
38.18,0.000941722
38.19,0.000939747
38.2,0.000937775
38.21,0.000935808
38.22,0.000933845
38.23,0.000931886
38.24,0.000929931
38.25,0.00092798
38.26,0.000926034
38.27,0.000924091
38.28,0.000922152
38.29,0.000920218
38.3,0.000918288
38.31,0.000916361
38.32,0.000914439
38.33,0.000912521
38.34,0.000910606
38.35,0.000908696
38.36,0.00090679
38.37,0.000904887
38.38,0.000902989
38.39,0.000901095
38.4,0.000899205
38.41,0.000897318
38.42,0.000895436
38.43,0.000893557
38.44,0.000891683
38.45,0.000889812
38.46,0.000887946
38.47,0.000886083
38.48,0.000884224
38.49,0.000882369
38.5,0.000880518
38.51,0.000878671
38.52,0.000876828
38.53,0.000874988
38.54,0.000873153
38.55,0.000871321
38.56,0.000869493
38.57,0.000867669
38.58,0.000865849
38.59,0.000864033
38.6,0.00086222
38.61,0.000860411
38.62,0.000858606
38.63,0.000856805
38.64,0.000855008
38.65,0.000853214
38.66,0.000851424
38.67,0.000849638
38.68,0.000847856
38.69,0.000846077
38.7,0.000844302
38.71,0.000842531
38.72,0.000840764
38.73,0.000839
38.74,0.00083724
38.75,0.000835483
38.76,0.000833731
38.77,0.000831982
38.78,0.000830236
38.79,0.000828495
38.8,0.000826757
38.81,0.000825022
38.82,0.000823292
38.83,0.000821565
38.84,0.000819841
38.85,0.000818121
38.86,0.000816405
38.87,0.000814692
38.88,0.000812983
38.89,0.000811278
38.9,0.000809576
38.91,0.000807878
38.92,0.000806183
38.93,0.000804492
38.94,0.000802804
38.95,0.00080112
38.96,0.000799439
38.97,0.000797762
38.98,0.000796089
38.99,0.000794419
39,0.000792752
39.01,0.000791089
39.02,0.00078943
39.03,0.000787773
39.04,0.000786121
39.05,0.000784472
39.06,0.000782826
39.07,0.000781184
39.08,0.000779545
39.09,0.00077791
39.1,0.000776278
39.11,0.000774649
39.12,0.000773024
39.13,0.000771403
39.14,0.000769784
39.15,0.00076817
39.16,0.000766558
39.17,0.00076495
39.18,0.000763345
39.19,0.000761744
39.2,0.000760146
39.21,0.000758551
39.22,0.00075696
39.23,0.000755372
39.24,0.000753788
39.25,0.000752206
39.26,0.000750628
39.27,0.000749054
39.28,0.000747482
39.29,0.000745914
39.3,0.000744349
39.31,0.000742788
39.32,0.00074123
39.33,0.000739675
39.34,0.000738123
39.35,0.000736575
39.36,0.000735029
39.37,0.000733488
39.38,0.000731949
39.39,0.000730413
39.4,0.000728881
39.41,0.000727352
39.42,0.000725826
39.43,0.000724304
39.44,0.000722784
39.45,0.000721268
39.46,0.000719755
39.47,0.000718245
39.48,0.000716738
39.49,0.000715235
39.5,0.000713734
39.51,0.000712237
39.52,0.000710743
39.53,0.000709252
39.54,0.000707764
39.55,0.000706279
39.56,0.000704798
39.57,0.000703319
39.58,0.000701844
39.59,0.000700371
39.6,0.000698902
39.61,0.000697436
39.62,0.000695973
39.63,0.000694513
39.64,0.000693056
39.65,0.000691602
39.66,0.000690151
39.67,0.000688703
39.68,0.000687259
39.69,0.000685817
39.7,0.000684378
39.71,0.000682942
39.72,0.00068151
39.73,0.00068008
39.74,0.000678653
39.75,0.00067723
39.76,0.000675809
39.77,0.000674391
39.78,0.000672977
39.79,0.000671565
39.8,0.000670156
39.81,0.00066875
39.82,0.000667347
39.83,0.000665947
39.84,0.00066455
39.85,0.000663156
39.86,0.000661765
39.87,0.000660377
39.88,0.000658991
39.89,0.000657609
39.9,0.000656229
39.91,0.000654853
39.92,0.000653479
39.93,0.000652108
39.94,0.00065074
39.95,0.000649375
39.96,0.000648013
39.97,0.000646653
39.98,0.000645297
39.99,0.000643943
40,0.000642592
40.01,0.000641244
40.02,0.000639899
40.03,0.000638557
40.04,0.000637217
40.05,0.00063588
40.06,0.000634546
40.07,0.000633215
40.08,0.000631887
40.09,0.000630561
40.1,0.000629239
40.11,0.000627919
40.12,0.000626601
40.13,0.000625287
40.14,0.000623975
40.15,0.000622666
40.16,0.00062136
40.17,0.000620056
40.18,0.000618756
40.19,0.000617458
40.2,0.000616162
40.21,0.00061487
40.22,0.00061358
40.23,0.000612293
40.24,0.000611008
40.25,0.000609727
40.26,0.000608447
40.27,0.000607171
40.28,0.000605897
40.29,0.000604626
40.3,0.000603358
40.31,0.000602092
40.32,0.000600829
40.33,0.000599569
40.34,0.000598311
40.35,0.000597056
40.36,0.000595803
40.37,0.000594553
40.38,0.000593306
40.39,0.000592062
40.4,0.00059082
40.41,0.00058958
40.42,0.000588343
40.43,0.000587109
40.44,0.000585877
40.45,0.000584648
40.46,0.000583422
40.47,0.000582198
40.48,0.000580977
40.49,0.000579758
40.5,0.000578542
40.51,0.000577328
40.52,0.000576117
40.53,0.000574908
40.54,0.000573702
40.55,0.000572499
40.56,0.000571298
40.57,0.000570099
40.58,0.000568903
40.59,0.00056771
40.6,0.000566519
40.61,0.000565331
40.62,0.000564145
40.63,0.000562961
40.64,0.00056178
40.65,0.000560602
40.66,0.000559426
40.67,0.000558252
40.68,0.000557081
40.69,0.000555912
40.7,0.000554746
40.71,0.000553582
40.72,0.000552421
40.73,0.000551262
40.74,0.000550106
40.75,0.000548952
40.76,0.0005478
40.77,0.000546651
40.78,0.000545504
40.79,0.00054436
40.8,0.000543218
40.81,0.000542078
40.82,0.000540941
40.83,0.000539806
40.84,0.000538674
40.85,0.000537544
40.86,0.000536416
40.87,0.000535291
40.88,0.000534168
40.89,0.000533048
40.9,0.000531929
40.91,0.000530813
40.92,0.0005297
40.93,0.000528589
40.94,0.00052748
40.95,0.000526373
40.96,0.000525269
40.97,0.000524167
40.98,0.000523068
40.99,0.00052197
41,0.000520875
41.01,0.000519783
41.02,0.000518692
41.03,0.000517604
41.04,0.000516518
41.05,0.000515435
41.06,0.000514353
41.07,0.000513274
41.08,0.000512198
41.09,0.000511123
41.1,0.000510051
41.11,0.000508981
41.12,0.000507913
41.13,0.000506848
41.14,0.000505784
41.15,0.000504723
41.16,0.000503665
41.17,0.000502608
41.18,0.000501554
41.19,0.000500501
41.2,0.000499452
41.21,0.000498404
41.22,0.000497358
41.23,0.000496315
41.24,0.000495274
41.25,0.000494235
41.26,0.000493198
41.27,0.000492163
41.28,0.000491131
41.29,0.000490101
41.3,0.000489072
41.31,0.000488046
41.32,0.000487023
41.33,0.000486001
41.34,0.000484981
41.35,0.000483964
41.36,0.000482949
41.37,0.000481936
41.38,0.000480925
41.39,0.000479916
41.4,0.000478909
41.41,0.000477904
41.42,0.000476902
41.43,0.000475901
41.44,0.000474903
41.45,0.000473907
41.46,0.000472913
41.47,0.000471921
41.48,0.000470931
41.49,0.000469943
41.5,0.000468957
41.51,0.000467973
41.52,0.000466991
41.53,0.000466012
41.54,0.000465034
41.55,0.000464058
41.56,0.000463085
41.57,0.000462114
41.58,0.000461144
41.59,0.000460177
41.6,0.000459211
41.61,0.000458248
41.62,0.000457287
41.63,0.000456327
41.64,0.00045537
41.65,0.000454415
41.66,0.000453462
41.67,0.00045251
41.68,0.000451561
41.69,0.000450614
41.7,0.000449668
41.71,0.000448725
41.72,0.000447784
41.73,0.000446844
41.74,0.000445907
41.75,0.000444972
41.76,0.000444038
41.77,0.000443107
41.78,0.000442177
41.79,0.00044125
41.8,0.000440324
41.81,0.0004394
41.82,0.000438478
41.83,0.000437559
41.84,0.000436641
41.85,0.000435725
41.86,0.000434811
41.87,0.000433898
41.88,0.000432988
41.89,0.00043208
41.9,0.000431173
41.91,0.000430269
41.92,0.000429366
41.93,0.000428466
41.94,0.000427567
41.95,0.00042667
41.96,0.000425775
41.97,0.000424882
41.98,0.00042399
41.99,0.000423101
42,0.000422213
42.01,0.000421328
42.02,0.000420444
42.03,0.000419562
42.04,0.000418682
42.05,0.000417803
42.06,0.000416927
42.07,0.000416052
42.08,0.000415179
42.09,0.000414308
42.1,0.000413439
42.11,0.000412572
42.12,0.000411706
42.13,0.000410843
42.14,0.000409981
42.15,0.000409121
42.16,0.000408263
42.17,0.000407406
42.18,0.000406551
42.19,0.000405699
42.2,0.000404848
42.21,0.000403998
42.22,0.000403151
42.23,0.000402305
42.24,0.000401461
42.25,0.000400619
42.26,0.000399778
42.27,0.00039894
42.28,0.000398103
42.29,0.000397268
42.3,0.000396434
42.31,0.000395603
42.32,0.000394773
42.33,0.000393945
42.34,0.000393118
42.35,0.000392294
42.36,0.000391471
42.37,0.000390649
42.38,0.00038983
42.39,0.000389012
42.4,0.000388196
42.41,0.000387382
42.42,0.000386569
42.43,0.000385758
42.44,0.000384949
42.45,0.000384141
42.46,0.000383335
42.47,0.000382531
42.48,0.000381729
42.49,0.000380928
42.5,0.000380129
42.51,0.000379332
42.52,0.000378536
42.53,0.000377742
42.54,0.000376949
42.55,0.000376158
42.56,0.000375369
42.57,0.000374582
42.58,0.000373796
42.59,0.000373012
42.6,0.000372229
42.61,0.000371449
42.62,0.000370669
42.63,0.000369892
42.64,0.000369116
42.65,0.000368342
42.66,0.000367569
42.67,0.000366798
42.68,0.000366028
42.69,0.00036526
42.7,0.000364494
42.71,0.00036373
42.72,0.000362967
42.73,0.000362205
42.74,0.000361445
42.75,0.000360687
42.76,0.00035993
42.77,0.000359175
42.78,0.000358422
42.79,0.00035767
42.8,0.00035692
42.81,0.000356171
42.82,0.000355424
42.83,0.000354678
42.84,0.000353934
42.85,0.000353192
42.86,0.000352451
42.87,0.000351711
42.88,0.000350973
42.89,0.000350237
42.9,0.000349502
42.91,0.000348769
42.92,0.000348038
42.93,0.000347308
42.94,0.000346579
42.95,0.000345852
42.96,0.000345126
42.97,0.000344402
42.98,0.00034368
42.99,0.000342959
43,0.000342239
43.01,0.000341521
43.02,0.000340805
43.03,0.00034009
43.04,0.000339377
43.05,0.000338665
43.06,0.000337954
43.07,0.000337245
43.08,0.000336538
43.09,0.000335832
43.1,0.000335127
43.11,0.000334424
43.12,0.000333723
43.13,0.000333023
43.14,0.000332324
43.15,0.000331627
43.16,0.000330931
43.17,0.000330237
43.18,0.000329544
43.19,0.000328853
43.2,0.000328163
43.21,0.000327475
43.22,0.000326788
43.23,0.000326102
43.24,0.000325418
43.25,0.000324735
43.26,0.000324054
43.27,0.000323374
43.28,0.000322696
43.29,0.000322019
43.3,0.000321343
43.31,0.000320669
43.32,0.000319997
43.33,0.000319325
43.34,0.000318655
43.35,0.000317987
43.36,0.00031732
43.37,0.000316654
43.38,0.00031599
43.39,0.000315327
43.4,0.000314666
43.41,0.000314006
43.42,0.000313347
43.43,0.000312689
43.44,0.000312034
43.45,0.000311379
43.46,0.000310726
43.47,0.000310074
43.48,0.000309423
43.49,0.000308774
43.5,0.000308127
43.51,0.00030748
43.52,0.000306835
43.53,0.000306191
43.54,0.000305549
43.55,0.000304908
43.56,0.000304269
43.57,0.00030363
43.58,0.000302993
43.59,0.000302358
43.6,0.000301723
43.61,0.00030109
43.62,0.000300459
43.63,0.000299828
43.64,0.000299199
43.65,0.000298572
43.66,0.000297945
43.67,0.00029732
43.68,0.000296697
43.69,0.000296074
43.7,0.000295453
43.71,0.000294833
43.72,0.000294215
43.73,0.000293598
43.74,0.000292982
43.75,0.000292367
43.76,0.000291754
43.77,0.000291142
43.78,0.000290531
43.79,0.000289922
43.8,0.000289313
43.81,0.000288706
43.82,0.000288101
43.83,0.000287496
43.84,0.000286893
43.85,0.000286292
43.86,0.000285691
43.87,0.000285092
43.88,0.000284494
43.89,0.000283897
43.9,0.000283301
43.91,0.000282707
43.92,0.000282114
43.93,0.000281522
43.94,0.000280931
43.95,0.000280342
43.96,0.000279754
43.97,0.000279167
43.98,0.000278581
43.99,0.000277997
44,0.000277414
44.01,0.000276832
44.02,0.000276251
44.03,0.000275672
44.04,0.000275093
44.05,0.000274516
44.06,0.00027394
44.07,0.000273366
44.08,0.000272792
44.09,0.00027222
44.1,0.000271649
44.11,0.000271079
44.12,0.00027051
44.13,0.000269943
44.14,0.000269377
44.15,0.000268812
44.16,0.000268248
44.17,0.000267685
44.18,0.000267123
44.19,0.000266563
44.2,0.000266004
44.21,0.000265446
44.22,0.000264889
44.23,0.000264333
44.24,0.000263779
44.25,0.000263225
44.26,0.000262673
44.27,0.000262122
44.28,0.000261572
44.29,0.000261024
44.3,0.000260476
44.31,0.00025993
44.32,0.000259384
44.33,0.00025884
44.34,0.000258297
44.35,0.000257755
44.36,0.000257215
44.37,0.000256675
44.38,0.000256137
44.39,0.000255599
44.4,0.000255063
44.41,0.000254528
44.42,0.000253994
44.43,0.000253461
44.44,0.000252929
44.45,0.000252399
44.46,0.000251869
44.47,0.000251341
44.48,0.000250814
44.49,0.000250288
44.5,0.000249763
44.51,0.000249239
44.52,0.000248716
44.53,0.000248194
44.54,0.000247673
44.55,0.000247154
44.56,0.000246635
44.57,0.000246118
44.58,0.000245602
44.59,0.000245086
44.6,0.000244572
44.61,0.000244059
44.62,0.000243547
44.63,0.000243036
44.64,0.000242526
44.65,0.000242018
44.66,0.00024151
44.67,0.000241003
44.68,0.000240498
44.69,0.000239993
44.7,0.00023949
44.71,0.000238987
44.72,0.000238486
44.73,0.000237986
44.74,0.000237486
44.75,0.000236988
44.76,0.000236491
44.77,0.000235995
44.78,0.0002355
44.79,0.000235006
44.8,0.000234513
44.81,0.000234021
44.82,0.00023353
44.83,0.00023304
44.84,0.000232551
44.85,0.000232063
44.86,0.000231577
44.87,0.000231091
44.88,0.000230606
44.89,0.000230122
44.9,0.000229639
44.91,0.000229158
44.92,0.000228677
44.93,0.000228197
44.94,0.000227719
44.95,0.000227241
44.96,0.000226764
44.97,0.000226288
44.98,0.000225814
44.99,0.00022534
45,0.000224867
45.01,0.000224396
45.02,0.000223925
45.03,0.000223455
45.04,0.000222986
45.05,0.000222519
45.06,0.000222052
45.07,0.000221586
45.08,0.000221121
45.09,0.000220657
45.1,0.000220194
45.11,0.000219732
45.12,0.000219271
45.13,0.000218811
45.14,0.000218352
45.15,0.000217894
45.16,0.000217437
45.17,0.000216981
45.18,0.000216526
45.19,0.000216072
45.2,0.000215618
45.21,0.000215166
45.22,0.000214715
45.23,0.000214264
45.24,0.000213815
45.25,0.000213366
45.26,0.000212919
45.27,0.000212472
45.28,0.000212026
45.29,0.000211582
45.3,0.000211138
45.31,0.000210695
